,rank_2020,company,sales_2020,profits_2020,assets_2020,market_value_2020
1393,#1394,Bank of Guizhou,$2.8 B,$516 M,$58.8 B,$4.6 B
1394,#1394,Burlington Stores,$7.3 B,$465 M,$5.6 B,$12 B
1395,#1396,Great Wall Motor,$11.9 B,$441 M,$14.8 B,$6.1 B
1396,#1397,Vulcan Materials,$4.9 B,$618 M,$10.9 B,$15 B
1397,#1398,Alaska Air Group,$8.8 B,$769 M,$14 B,$4 B
1398,#1399,Chow Tai Fook Jewellery,$8.5 B,$533 M,$8.2 B,$8.5 B
1399,#1400,Hang Lung Group,$1.2 B,$870 M,$27.4 B,$3.1 B
1400,#1400,Iida Group Holdings,$12.5 B,$554 M,$13.6 B,$3.9 B
1401,#1402,Meritz Securities,$7.4 B,$432 M,$33 B,$1.5 B
1402,#1402,XPO Logistics,$16.6 B,$381 M,$14.1 B,$6.1 B
1403,#1404,Chang Hwa Bank,$1.6 B,$374 M,$71.2 B,$6.6 B
1404,#1405,Cencosud,$14.7 B,$399 M,$17.3 B,$3.5 B
1405,#1405,Nomura Research Institute,$4.9 B,$637 M,$4.9 B,$14.7 B
1406,#1407,Huntington Ingalls Industries,$8.9 B,$549 M,$7.5 B,$7.8 B
1407,#1408,ICA Gruppen,$12.7 B,$375 M,$10.4 B,$8.8 B
1408,#1408,Zain,$5.5 B,$714 M,$15.6 B,$7.4 B
1409,#1410,Cenovus Energy,$14.4 B,$216 M,$23.5 B,$4.5 B
1410,#1410,Synopsys,$3.4 B,$483 M,$7.2 B,$23.6 B
1411,#1412,Sistema,$10.2 B,$442 M,$20.3 B,$1.9 B
1412,#1413,Medipal Holdings,$29.7 B,$319 M,$16 B,$4.1 B
1413,#1414,Alstom,$9.3 B,$373 M,$14.1 B,$9.2 B
1414,#1414,Banque Cantonale Vaudoise,$1.2 B,$365 M,$49.9 B,$7.6 B
1415,#1416,Avery Dennison,$7.1 B,$585 M,$6.3 B,$9.2 B
1416,#1416,China National Chemical,$14.3 B,$426 M,$15.9 B,$4.3 B
1417,#1418,Hyundai Engineering,$14.8 B,$421 M,$15.8 B,$3.2 B
1418,#1419,BNK Financial Group,$4.2 B,$434 M,$90.4 B,$1.4 B
1419,#1420,Covestro,$13.4 B,$437 M,$13.2 B,$6.1 B
1420,#1420,RSA Insurance Group,$8.8 B,$440 M,$23.4 B,$4.7 B
1421,#1422,Bunzl,$11.9 B,$446 M,$7.9 B,$7.3 B
1422,#1423,China Resources Cement Holdings,$4.7 B,$1.1 B,$7.6 B,$9.5 B
1423,#1423,Shanghai International Airport,$1.4 B,$534 M,$5.1 B,$19.3 B
1424,#1425,Mettler-Toledo International,$3 B,$561 M,$2.8 B,$17.3 B
1425,#1426,SS&C Technologies,$4.7 B,$457 M,$16 B,$14.1 B
1426,#1427,Taishin Financial Holdings,$2.1 B,$469 M,$67.8 B,$4.6 B
1427,#1428,Beijing Capital Development,$5.4 B,$479 M,$44.7 B,$2.4 B
1428,#1429,Lixil Group,$17 B,$-217 M,$20.3 B,$3.5 B
1429,#1430,AGNC Investment,$-1.2 B,$-2 B,$85.1 B,$7.1 B
1430,#1431,Far East Horizon,$4 B,$629 M,$37.4 B,$3.1 B
1431,#1432,LEG Immobilien AG,$1.1 B,$915 M,$14.6 B,$7.9 B
1432,#1433,Nippon Paint,$6.3 B,$337 M,$13.6 B,$18.6 B
1433,#1434,New Residential Investment,$2.9 B,$563 M,$45 B,$2.5 B
1434,#1435,Grupo Bimbo,$15.2 B,$328 M,$14.8 B,$6.8 B
1435,#1436,Sino-Ocean Group Holding,$7.7 B,$388 M,$35 B,$2 B
1436,#1437,Sumitomo Metal Mining,$7.8 B,$471 M,$16.1 B,$7 B
1437,#1438,Lindt & Sprungli,$4.5 B,$513 M,$8.4 B,$19.9 B
1438,#1439,Bawag Group,$1.8 B,$514 M,$51.3 B,$3 B
1439,#1439,SCA,$2 B,$1.6 B,$10.1 B,$7.6 B
1440,#1441,Verisk Analytics,$2.6 B,$450 M,$7.1 B,$24.9 B
1441,#1442,Masco,$7.4 B,$459 M,$4.8 B,$10.8 B
1442,#1443,Husky Energy,$14.6 B,$-2.6 B,$21.8 B,$3.2 B
1443,#1444,Alexandria Real Estate Equities,$1.6 B,$245 M,$19.7 B,$19.8 B
1444,#1445,BPER Banca,$3 B,$425 M,$88.7 B,$1.3 B
1445,#1446,S-Oil,$20.4 B,$-785 M,$13.4 B,$6.7 B
1446,#1447,Guangdong Investment,$2.1 B,$644 M,$9.8 B,$13.6 B
1447,#1448,Commercial Bank For Investment & Development Of Vietnam,$5.1 B,$368 M,$64.3 B,$6.1 B
1448,#1449,Arrow Electronics,$28.1 B,$-295 M,$15.4 B,$5 B
1449,#1449,AutoNation,$21.3 B,$450 M,$10.7 B,$3.3 B
1450,#1451,Caesars Entertainment,$8.7 B,$-1.2 B,$25.3 B,$6.6 B
1451,#1451,NiSource,$5.2 B,$383 M,$24.1 B,$9.6 B
1452,#1453,Metropolitan Bank & Trust,$2.8 B,$534 M,$46.7 B,$3.5 B
1453,#1454,Bank of East Asia,$4.4 B,$329 M,$111 B,$6.2 B
1454,#1454,Western Union,$5.3 B,$1.1 B,$8.8 B,$7.8 B
1455,#1456,Atmos Energy,$2.9 B,$532 M,$14.4 B,$12.5 B
1456,#1456,Commercial International Bank,$2.8 B,$702 M,$24.1 B,$6 B
1457,#1456,Persimmon,$4.7 B,$1.1 B,$5.9 B,$8.9 B
1458,#1459,Norsk Hydro,$17 B,$-206 M,$18.7 B,$5.2 B
1459,#1460,GCI Liberty,$895 M,$1.9 B,$12.3 B,$6.4 B
1460,#1461,KION Group,$9.7 B,$477 M,$15.5 B,$5.9 B
1461,#1461,STRABAG,$18 B,$417 M,$13.6 B,$2.9 B
1462,#1463,China Molybdenum,$12.2 B,$285 M,$17.6 B,$6.5 B
1463,#1464,Sofina,$216 M,$1.3 B,$8.6 B,$7.9 B
1464,#1465,Halyk Bank,$2.6 B,$873 M,$24.1 B,$2.6 B
1465,#1466,Arab Bank,$2.3 B,$597 M,$37.1 B,$4.3 B
1466,#1467,Barratt Developments,$6.2 B,$959 M,$9.2 B,$6.6 B
1467,#1467,Zhejiang Zheneng Electric Power,$7.1 B,$543 M,$15.5 B,$6.7 B
1468,#1469,Hong Leong Financial,$2.2 B,$465 M,$59.8 B,$3.5 B
1469,#1470,Colruyt,$10.8 B,$417 M,$4.9 B,$8.3 B
1470,#1471,Shizuoka Bank,$2.1 B,$384 M,$117.5 B,$3.5 B
1471,#1472,Abu Dhabi Islamic Bank,$2 B,$625 M,$34.3 B,$3.6 B
1472,#1473,Arca Continental,$8.5 B,$541 M,$12.7 B,$6.9 B
1473,#1474,Cattolica Assicurazioni,$8.3 B,$84 M,$41.2 B,$922 M
1474,#1474,Yuexiu Property,$5.6 B,$505 M,$33.7 B,$2.9 B
1475,#1476,SKF Group,$8.9 B,$531 M,$10.2 B,$7.3 B
1476,#1477,iHeartMedia,$4.3 B,$9.5 B,$11 B,$469 M
1477,#1477,Navient,$5.2 B,$363 M,$93.2 B,$1.5 B
1478,#1479,Teleflex,$2.6 B,$552 M,$6.7 B,$15.6 B
1479,#1480,Korea Shipbuilding & Offshore Engineering,$13.5 B,$272 M,$21.7 B,$4.8 B
1480,#1481,Weatherford International,$5.2 B,$3.6 B,$7.3 B,$315 M
1481,#1482,Ansys,$1.5 B,$451 M,$4.8 B,$22.5 B
1482,#1483,Sun Pharma Industries,$4.5 B,$568 M,$9.2 B,$14.9 B
1483,#1484,China International Marine,$11.8 B,$71 M,$24.8 B,$3.2 B
1484,#1485,IDEXX Laboratories,$2.5 B,$437 M,$1.9 B,$23.7 B
1485,#1485,NARI Technology Development,$4.3 B,$629 M,$7.8 B,$13.1 B
1486,#1487,Empire,$19.5 B,$398 M,$10.6 B,$6 B
1487,#1488,China Communications Services,$17 B,$443 M,$12.6 B,$4.9 B
1488,#1489,Onex,$306 M,$4.3 B,$12.5 B,$4.6 B
1489,#1490,Nordstrom,$15.5 B,$497 M,$9.7 B,$2.9 B
1490,#1490,Synovus Financial,$2.4 B,$482 M,$50.6 B,$3.1 B
1491,#1492,Kerry Properties,$2.4 B,$880 M,$22.8 B,$4 B
1492,#1493,Pinnacle West,$3.5 B,$538 M,$18.5 B,$8.7 B
1493,#1493,UBI Banca,$5.3 B,$281 M,$142 B,$3.2 B
1494,#1495,Hainan Airlines,$10.4 B,$-533 M,$27.6 B,$4.1 B
1495,#1496,Nippon Yusen,$15.6 B,$-156 M,$18.8 B,$2.3 B
1496,#1497,Tiffany & Co.,$4.4 B,$541 M,$6.7 B,$15.3 B
1497,#1498,Hologic,$3.3 B,$616 M,$6.8 B,$12.9 B
1498,#1499,AECOM Technology,$18.4 B,$-272 M,$15.2 B,$5.8 B
1499,#1500,China Conch Venture Holdings,$739 M,$1 B,$6.1 B,$8.7 B
1500,#1500,Mashreq Bank,$2.8 B,$514 M,$44.3 B,$3.3 B
1501,#1502,Bank Audi,$3.7 B,$493 M,$47.5 B,$764 M
1502,#1503,E-mart,$16.3 B,$195 M,$18.2 B,$2.7 B
1503,#1503,Teleperformance,$6 B,$448 M,$7.7 B,$13.2 B
1504,#1505,Ajinomoto,$10.2 B,$284 M,$12.9 B,$9.8 B
1505,#1505,International Flavors & Fragrances,$5.1 B,$453 M,$13.3 B,$14 B
1506,#1507,Xerox,$8.8 B,$589 M,$14.8 B,$3.9 B
1507,#1508,Electric Power Development,$8.4 B,$389 M,$26 B,$3.7 B
1508,#1508,Saudi Arabian Mining,$4.7 B,$-197 M,$26 B,$12.2 B
1509,#1510,Kawasaki Heavy Industries,$15 B,$191 M,$18.9 B,$2.6 B
1510,#1511,Union Bank of India,$5.9 B,$-531 M,$74.9 B,$1.2 B
1511,#1512,Newcrest Mining,$3.8 B,$559 M,$11.9 B,$13.8 B
1512,#1513,China Merchants Port Holdings,$1.1 B,$1.1 B,$19.1 B,$4.4 B
1513,#1513,Reliance Steel,$10.6 B,$573 M,$8.1 B,$5.7 B
1514,#1515,Incyte,$2.2 B,$447 M,$3.4 B,$21.2 B
1515,#1516,Gudang Garam,$7.9 B,$774 M,$4.7 B,$5.9 B
1516,#1517,Ceconomy,$23.9 B,$207 M,$14.9 B,$917 M
1517,#1517,China International Travel Service,$5.9 B,$316 M,$4.2 B,$25.3 B
1518,#1517,Shopify,$1.6 B,$-125 M,$3.5 B,$73.7 B
1519,#1520,Chipotle Mexican Grill,$5.7 B,$338 M,$5.2 B,$24.5 B
1520,#1521,OneMain Holdings,$4.9 B,$735 M,$24.7 B,$3.3 B
1521,#1522,AIB Group,$3.4 B,$366 M,$110.6 B,$3.7 B
1522,#1522,Live Nation Entertainment,$11.5 B,$-5 M,$11 B,$9.7 B
1523,#1524,DCC,$19.3 B,$296 M,$9.4 B,$7 B
1524,#1525,EMS-Chemie Holding,$2.2 B,$530 M,$2.3 B,$15.2 B
1525,#1525,Shimano,$3.2 B,$565 M,$4.9 B,$13.7 B
1526,#1525,Steel Dynamics,$10.2 B,$654 M,$8.3 B,$5.2 B
1527,#1525,Technipfmc,$13.7 B,$-5.7 B,$19.9 B,$4 B
1528,#1529,Xiamen International Trade Group,$32.5 B,$310 M,$13.4 B,$1.7 B
1529,#1530,Ternium,$10.3 B,$571 M,$12.9 B,$2.7 B
1530,#1531,Bajaj Auto,$4.3 B,$748 M,$4 B,$10.1 B
1531,#1531,US Foods,$25.9 B,$385 M,$11.3 B,$4.7 B
1532,#1533,Dai Nippon Printing,$12.9 B,$238 M,$16.4 B,$6.2 B
1533,#1534,Vingroup,$5.6 B,$323 M,$17.4 B,$13.3 B
1534,#1535,Epiroc,$4.2 B,$618 M,$4.4 B,$12.1 B
1535,#1536,Magnitogorsk Iron & Steel,$7.4 B,$756 M,$8.4 B,$6.1 B
1536,#1537,Magnit,$21.2 B,$148 M,$15.3 B,$5.1 B
1537,#1538,Santos,$4.1 B,$672 M,$18.2 B,$6.7 B
1538,#1539,Booz Allen Hamilton Holding,$7.3 B,$432 M,$4.6 B,$10.3 B
1539,#1539,Flex,$25 B,$-25 M,$14.1 B,$4.9 B
1540,#1541,Sekisui Chemical,$10.4 B,$542 M,$10.2 B,$5.9 B
1541,#1542,Akamai Technologies,$3 B,$494 M,$6.9 B,$15.8 B
1542,#1542,CPFL Energia,$7.6 B,$685 M,$11 B,$6.2 B
1543,#1544,Manpower,$20.4 B,$414 M,$8.7 B,$4.4 B
1544,#1545,Kansas City Southern,$2.9 B,$588 M,$9.8 B,$12.4 B
1545,#1546,Enstar Group,$2 B,$938 M,$19.4 B,$3.2 B
1546,#1547,Petronas Chemicals,$4 B,$680 M,$9.8 B,$10.4 B
1547,#1547,Square,$4.7 B,$375 M,$4.6 B,$28.6 B
1548,#1549,Wayfair,$9.1 B,$-985 M,$3 B,$11.7 B
1549,#1550,Martin Marietta Materials,$4.7 B,$611 M,$10.4 B,$11.8 B
1550,#1551,American National Insurance,$3.5 B,$620 M,$28.7 B,$2.2 B
1551,#1552,Essex Property Trust,$1.5 B,$439 M,$12.7 B,$16.2 B
1552,#1552,Sonova Holding,$2.9 B,$622 M,$4.5 B,$11.5 B
1553,#1554,Grupo Inbursa,$3.8 B,$671 M,$25.7 B,$4 B
1554,#1554,Korean Air,$10.9 B,$-539 M,$23.4 B,$1.6 B
1555,#1556,Mitsubishi Materials,$13.9 B,$-13 M,$18.3 B,$2.7 B
1556,#1557,Antofagasta,$5 B,$500 M,$14.6 B,$10.1 B
1557,#1558,Compal Electronics,$31.7 B,$225 M,$12.8 B,$2.8 B
1558,#1559,Blom Bank,$2.7 B,$502 M,$38.5 B,$670 M
1559,#1560,Safaricom,$2.5 B,$653 M,$2.2 B,$10.6 B
1560,#1561,Johnson Matthey,$13.3 B,$491 M,$8 B,$4.9 B
1561,#1562,Fgl Holdings,$1.6 B,$507 M,$37.4 B,$2.2 B
1562,#1563,KT&G,$4.3 B,$889 M,$9.3 B,$8.4 B
1563,#1564,Next,$5.4 B,$779 M,$4.8 B,$7.6 B
1564,#1565,BOK Financial,$2.2 B,$450 M,$47.1 B,$3.6 B
1565,#1566,Voestalpine,$14.8 B,$-13 M,$17.3 B,$3.7 B
1566,#1567,Sichuan Language Development,$5.3 B,$499 M,$29.9 B,$2.5 B
1567,#1568,Wendel,$9.6 B,$447 M,$16.4 B,$3.7 B
1568,#1569,Banca MPS,$4.7 B,$-1.1 B,$148.5 B,$1.3 B
1569,#1569,SinoPac Financial,$1.8 B,$404 M,$61.2 B,$4.6 B
1570,#1571,Jabil Circuit,$26.3 B,$133 M,$13.1 B,$4.3 B
1571,#1572,AVIC Capita,$2.9 B,$437 M,$48.3 B,$4.9 B
1572,#1573,PTT Global Chemical,$13.3 B,$376 M,$15.1 B,$5.2 B
1573,#1574,Xiamen Xiangyu,$40.8 B,$159 M,$11.8 B,$1.8 B
1574,#1575,Commercial Bank of Qatar,$2.3 B,$481 M,$40.2 B,$4.4 B
1575,#1576,Barry Callebaut,$7.5 B,$383 M,$7.8 B,$10.8 B
1576,#1576,IAC/InterActiveCorp,$4.8 B,$431 M,$8.3 B,$19 B
1577,#1578,NH Investment & Securities,$6.8 B,$284 M,$43.3 B,$2.4 B
1578,#1579,Industries Qatar,$1.4 B,$578 M,$9.2 B,$11.7 B
1579,#1580,Jyske Bank,$2.1 B,$342 M,$97.6 B,$2 B
1580,#1580,Mercuries & Associates,$6.8 B,$113 M,$42.8 B,$576 M
1581,#1582,Alfresa Holdings,$24.8 B,$323 M,$13.1 B,$4.3 B
1582,#1583,Hertz Global Holdings,$9.8 B,$-58 M,$24.6 B,$575 M
1583,#1584,Hokuhoku Financial Group,$1.6 B,$221 M,$126.7 B,$1.1 B
1584,#1584,Hyundai Glovis,$15.7 B,$431 M,$8.8 B,$3.1 B
1585,#1584,Ramsay Health Care,$8.8 B,$371 M,$11.5 B,$9.1 B
1586,#1587,Autodesk,$3.3 B,$215 M,$6.2 B,$41.1 B
1587,#1588,INTL FCStone,$37.6 B,$82 M,$10.1 B,$771 M
1588,#1589,ONO Pharmaceutical,$2.7 B,$553 M,$6.1 B,$12.1 B
1589,#1590,President Chain Store,$8.3 B,$341 M,$6.5 B,$10.8 B
1590,#1591,Lendlease Group,$10.1 B,$531 M,$12.7 B,$4.5 B
1591,#1592,Wirecard,$2.8 B,$546 M,$7.6 B,$12.2 B
1592,#1593,CSPC Pharmaceutical Group,$3.2 B,$538 M,$3.8 B,$12.4 B
1593,#1593,World Fuel Services,$36 B,$183 M,$5.5 B,$1.6 B
1594,#1595,Vietin Bank,$4.1 B,$407 M,$53.5 B,$3.2 B
1595,#1596,Asian Paints,$2.9 B,$386 M,$2.3 B,$22.5 B
1596,#1597,Goodyear,$14.2 B,$-869 M,$16.7 B,$1.7 B
1597,#1598,Mitsui Chemicals,$12.5 B,$416 M,$13.7 B,$3.9 B
1598,#1599,Atlassian,$1.4 B,$-247 M,$3.5 B,$38.2 B
1599,#1599,RTL Group,$7.7 B,$788 M,$9.6 B,$5.1 B
1600,#1601,Qurate Retail Group,$13.5 B,$-456 M,$17.3 B,$3.4 B
1601,#1601,Zoom Video Communications,$623 M,$23 M,$1.3 B,$37.7 B
1602,#1603,Yamato Holdings,$14.9 B,$128 M,$10.7 B,$7 B
1603,#1604,Novozymes,$2.2 B,$487 M,$3 B,$13.8 B
1604,#1605,Dexus,$642 M,$1.1 B,$12.5 B,$6.5 B
1605,#1606,Virgin Money UK,$3.4 B,$-323 M,$112.1 B,$1.4 B
1606,#1607,Cooper Companies,$2.7 B,$454 M,$6.5 B,$15.3 B
1607,#1608,Gap,$16.4 B,$351 M,$13.7 B,$3 B
1608,#1609,New York Community Bancorp,$1.9 B,$395 M,$54.3 B,$5 B
1609,#1610,Canadian Utilities,$2.9 B,$717 M,$15.5 B,$6.7 B
1610,#1611,Nippon Express,$19.1 B,$160 M,$14.1 B,$4.6 B
1611,#1612,Workday,$3.6 B,$-481 M,$6.8 B,$36.1 B
1612,#1613,Otsuka,$8.2 B,$408 M,$4.2 B,$8.6 B
1613,#1614,Koito Manufacturing,$7.5 B,$601 M,$6.9 B,$6.1 B
1614,#1615,Taiwan Cement,$4 B,$783 M,$12.3 B,$7.9 B
1615,#1616,Teck Resources,$8.4 B,$-453 M,$27.2 B,$4.7 B
1616,#1617,Hansoh Pharmaceutical Group,$1.3 B,$370 M,$2.8 B,$23 B
1617,#1618,Almarai,$3.9 B,$496 M,$8.7 B,$13.1 B
1618,#1619,Agnico Eagle Mines,$2.5 B,$471 M,$8.8 B,$14.1 B
1619,#1620,Showa Denko,$8.3 B,$671 M,$9.9 B,$3.2 B
1620,#1621,Cellnex Telecom,$1.1 B,$-10 M,$14.6 B,$20.2 B
1621,#1621,Qingdao Rural Commercial Bank,$2.3 B,$409 M,$49.1 B,$3.5 B
1622,#1623,Braskem,$13.3 B,$-673 M,$16.9 B,$3.1 B
1623,#1623,Continental Resources,$4.6 B,$776 M,$16.3 B,$6 B
1624,#1625,Avis Budget Group,$9.2 B,$302 M,$24 B,$1.1 B
1625,#1626,Kyushu Financial Group,$1.5 B,$195 M,$100.5 B,$1.9 B
1626,#1627,Nishi-nippon Financial Holdings,$1.3 B,$172 M,$99.1 B,$868 M
1627,#1628,Hachijuni Bank,$1.4 B,$234 M,$99.1 B,$1.8 B
1628,#1629,Zoomlion Heavy Industry,$6.3 B,$637 M,$13.2 B,$6.1 B
1629,#1630,SBA Communications,$2 B,$147 M,$9.8 B,$32.5 B
1630,#1631,Hulic,$3.6 B,$601 M,$17.3 B,$6.7 B
1631,#1631,Waters,$2.4 B,$537 M,$2.7 B,$11.6 B
1632,#1633,Yamaguchi Financial,$1.5 B,$236 M,$95.3 B,$1.4 B
1633,#1634,Wistron,$28.4 B,$220 M,$11.5 B,$2.7 B
1634,#1635,Hengyi Petrochemical,$11.2 B,$441 M,$12.9 B,$4.9 B
1635,#1635,Latam Airlines,$10.1 B,$212 M,$21.1 B,$2.3 B
1636,#1637,Kesko,$12.1 B,$372 M,$7.7 B,$6.5 B
1637,#1638,Hengan International Group,$3.3 B,$566 M,$6.2 B,$10.6 B
1638,#1639,Wingtech Technology,$6 B,$181 M,$9.4 B,$17 B
1639,#1640,Franco-Nevada,$843 M,$344 M,$5.3 B,$25.1 B
1640,#1641,North Pacific Bank,$1.2 B,$99 M,$92.5 B,$702 M
1641,#1642,Banco Comercial Portugues,$3.6 B,$313 M,$92.1 B,$1.7 B
1642,#1642,Kingfisher,$14.9 B,$233 M,$15.2 B,$4.2 B
1643,#1644,Banco Davivienda,$3.7 B,$448 M,$37.2 B,$3.3 B
1644,#1645,DexCom,$1.6 B,$148 M,$2.4 B,$30.9 B
1645,#1645,Japan Securities,$267 M,$33 M,$90.9 B,$438 M
1646,#1647,Acciona,$8 B,$394 M,$19.5 B,$5.4 B
1647,#1648,China Longyuan Power,$4 B,$631 M,$22.5 B,$4 B
1648,#1649,Pinduoduo,$4.3 B,$-1 B,$10.9 B,$30.5 B
1649,#1650,Adyen,$3 B,$228 M,$2.9 B,$29.8 B
1650,#1651,Bank of Kyoto,$1.2 B,$301 M,$88 B,$2.6 B
1651,#1652,Mitsui OSK Lines,$10.6 B,$300 M,$19.4 B,$2.1 B
1652,#1653,Hiroshima Bank,$1.1 B,$231 M,$86.9 B,$1.3 B
1653,#1654,WEG,$3.4 B,$425 M,$3.3 B,$15.5 B
1654,#1655,Rajesh Exports,$25.9 B,$170 M,$4.3 B,$2.4 B
1655,#1656,Sino Biopharmaceutical,$3.5 B,$393 M,$8.4 B,$18.3 B
1656,#1657,Lundin Energy,$2.2 B,$834 M,$6.2 B,$7.4 B
1657,#1658,MercadoLibre,$2.3 B,$-172 M,$4.8 B,$29.1 B
1658,#1659,Taylor Wimpey,$5.5 B,$860 M,$6.9 B,$6.1 B
1659,#1660,Renesas Electronics,$6.9 B,$141 M,$15.4 B,$9.3 B
1660,#1661,Hotai Motor,$6.9 B,$381 M,$8.5 B,$10.2 B
1661,#1662,Daishi Hokuetsu Financial Group,$1.2 B,$139 M,$83.3 B,$1 B
1662,#1663,Kinross Gold,$3.5 B,$716 M,$9.1 B,$8.3 B
1663,#1663,Unisplendour,$7.4 B,$247 M,$7.7 B,$12.1 B
1664,#1665,Veeva Systems,$1.1 B,$301 M,$2.3 B,$28.5 B
1665,#1666,Tahoe Group,$4.5 B,$470 M,$32.3 B,$1.6 B
1666,#1667,PGE Polska Grupa Energetyczna,$9.8 B,$-1 B,$20.5 B,$1.9 B
1667,#1668,Steinhoff International,$12 B,$-1.3 B,$16.9 B,$251 M
1668,#1669,Beijing Shougang,$10.1 B,$169 M,$20 B,$2.2 B
1669,#1669,Teradyne,$2.5 B,$546 M,$2.8 B,$10.4 B
1670,#1671,"United Natural Foods,",$24.5 B,$-339 M,$7.7 B,$570 M
1671,#1672,PBF Energy,$24.5 B,$319 M,$9.1 B,$1.4 B
1672,#1672,Zalando,$7.3 B,$112 M,$4.9 B,$12.1 B
1673,#1674,Chugoku Bank,$1.1 B,$141 M,$79.4 B,$1.8 B
1674,#1674,LG Uplus,$10.6 B,$376 M,$15.5 B,$4.8 B
1675,#1674,Royal Mail,$13.8 B,$412 M,$10.8 B,$2.1 B
1676,#1677,77 Bank,$908 M,$175 M,$79.3 B,$998 M
1677,#1677,Shandong Gold Mining,$9.1 B,$191 M,$8.5 B,$9.2 B
1678,#1679,Powerlong Real Estate,$3.9 B,$584 M,$23.3 B,$2.5 B
1679,#1680,Cemig,$6.4 B,$774 M,$12.4 B,$2.6 B
1680,#1681,Gunma Bank,$1.3 B,$203 M,$77.5 B,$1.3 B
1681,#1681,Invitation Homes,$1.8 B,$49 M,$17.4 B,$12.9 B
1682,#1683,Berry Global Group,$9.7 B,$363 M,$17 B,$5.3 B
1683,#1684,China Development Bank Financial Leasing,$2.6 B,$425 M,$37.5 B,$1.8 B
1684,#1685,Genting,$5.2 B,$482 M,$25.1 B,$3.7 B
1685,#1685,Nippon Steel Trading,$23.2 B,$204 M,$8.5 B,$1 B
1686,#1687,FMC,$4.6 B,$485 M,$9.9 B,$11.9 B
1687,#1688,Interactive Brokers Group,$2.6 B,$158 M,$75.8 B,$3.1 B
1688,#1688,Tenneco,$17.5 B,$-314 M,$13.2 B,$422 M
1689,#1688,Tokyu Fudosan,$8.4 B,$316 M,$23.6 B,$3.6 B
1690,#1691,Haidilao International Holding,$3.8 B,$338 M,$3 B,$23.1 B
1691,#1692,Performance Food Group,$22.9 B,$173 M,$6.1 B,$3.9 B
1692,#1693,Domino's Pizza,$3.7 B,$430 M,$1.4 B,$14.2 B
1693,#1694,Ultrapar Participacoes,$22.6 B,$95 M,$7.9 B,$2.9 B
1694,#1695,Hubei Biocause Pharmaceutical,$7.3 B,$257 M,$29.2 B,$3.9 B
1695,#1696,Snap,$1.9 B,$-1 B,$3.9 B,$25.5 B
1696,#1697,Eurobank Ergasias,$2.9 B,$146 M,$72.7 B,$1.5 B
1697,#1698,Companhia Brasileira de Distribuicao,$14.4 B,$104 M,$14.4 B,$3.3 B
1698,#1698,Fibra Uno,$1 B,$965 M,$15 B,$3.3 B
1699,#1698,First Citizens Bank,$1.8 B,$403 M,$41.6 B,$4 B
1700,#1698,Pgnig Group,$10.8 B,$357 M,$15.6 B,$5.2 B
1701,#1702,National Bank of Greece,$2.3 B,$-220 M,$72.1 B,$1.2 B
1702,#1703,Zebra Technologies,$3.8 B,$468 M,$1.9 B,$12.2 B
1703,#1704,Tsim Sha Tsui Properties,$861 M,$452 M,$24.3 B,$6.1 B
1704,#1704,Vodafone Idea,$6.4 B,$-9.5 B,$34.8 B,$1.6 B
1705,#1706,Alpha Bank,$3.2 B,$109 M,$71.2 B,$1.1 B
1706,#1706,Community Health Systems,$12.9 B,$-539 M,$15.4 B,$363 M
1707,#1706,Rite Aid,$21.9 B,$-452 M,$10.5 B,$784 M
1708,#1706,Xylem,$5.3 B,$401 M,$7.7 B,$12.9 B
1709,#1710,IHI,$12.5 B,$36 M,$15.7 B,$1.9 B
1710,#1710,M3,$1.2 B,$198 M,$1.9 B,$24.7 B
1711,#1712,Bank Muscat,$1.6 B,$449 M,$31.9 B,$2.7 B
1712,#1713,Accor,$4.5 B,$519 M,$15.6 B,$7.5 B
1713,#1713,American Equity Investment,$2.6 B,$246 M,$69.7 B,$1.9 B
1714,#1715,Iyo Bank,$1.1 B,$176 M,$69.6 B,$1.7 B
1715,#1716,Lens Technology,$4.6 B,$495 M,$6.7 B,$11 B
1716,#1717,TP ICAP,$2.4 B,$86 M,$69 B,$2.4 B
1717,#1718,Piraeus Bank,$2.6 B,$301 M,$68.7 B,$582 M
1718,#1719,XCMG Construction Machinery,$7.8 B,$500 M,$9.7 B,$6.2 B
1719,#1720,Air Lease,$2 B,$587 M,$21.7 B,$3 B
1720,#1721,Commerce Bank,$1.4 B,$373 M,$26.8 B,$6.9 B
1721,#1721,CoStar Group,$1.5 B,$303 M,$4.7 B,$23.8 B
1722,#1723,Grupo Bolivar,$5 B,$374 M,$40.8 B,$1.2 B
1723,#1724,Bank of Suzhou,$1.9 B,$358 M,$49.3 B,$4.1 B
1724,#1725,Seattle Genetics,$917 M,$-159 M,$2.2 B,$23.6 B
1725,#1725,Sinotruk Hong Kong,$9 B,$487 M,$9.5 B,$5.6 B
1726,#1727,Harel Insurance Investments & Financial Services,$6.5 B,$67 M,$32 B,$1.4 B
1727,#1728,Avary Holding (Shenzhen),$3.8 B,$423 M,$4.1 B,$13.7 B
1728,#1729,Liberty Broadband,$15 M,$117 M,$12.3 B,$21.8 B
1729,#1730,Jiangxi Bank,$3.4 B,$300 M,$65.5 B,$2.7 B
1730,#1730,Unibail-Rodamco,$499 M,$95 M,$15.7 B,$13.6 B
1731,#1732,CPI Property Group,$763 M,$766 M,$12 B,$7 B
